country,year,iso_code,population,gdp,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_per_capita,co2_per_gdp,coal_co2,coal_co2_per_capita,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_luc_co2,cumulative_oil_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,land_use_change_co2,land_use_change_co2_per_capita,oil_co2,oil_co2_per_capita,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o
Philippines,1998,PHL,74491928,2.98758E+11,68.253,-1.809,-2.582,95.036,-15.073,-13.689,1.276,0.318,0.916,0.228,6.859,0.092,10350.293,80.711,12358.452,1191.73,0,0.018,0,26.784,0.36,55.883,0.75,0.282,0.32,0.079,0.136,0.638,0.016,1.956,0.345,0,0,0.488,0.565,0.719,0.003,0.005,0.008,0
Philippines,1999,PHL,76249064,3.10266E+11,68.176,-0.076,-0.112,90.673,-4.363,-4.591,1.189,0.292,0.894,0.22,11.874,0.156,10440.965,92.586,12380.949,1242.686,0,0.015,0,22.497,0.295,50.956,0.668,0.276,0.3,0.134,0.14,0.631,0.018,1.942,0.35,0,0,0.41,0.504,0.715,0.003,0.005,0.008,0
Philippines,2000,PHL,77958224,3.26463E+11,72.348,4.172,6.119,94.295,3.622,3.995,1.21,0.289,0.928,0.222,16.302,0.209,10535.26,108.888,12402.896,1293.655,0,0.018,0,21.947,0.282,50.969,0.654,0.284,0.308,0.177,0.143,0.626,0.021,1.93,0.354,0,0,0.429,0.495,0.711,0.003,0.005,0.008,0
Philippines,2001,PHL,79626088,3.38532E+11,70.304,-2.044,-2.825,89.357,-4.938,-5.237,1.122,0.264,0.883,0.208,16.364,0.206,10624.617,125.252,12421.949,1343.711,0,0.26,0.003,19.053,0.239,50.056,0.629,0.274,0.294,0.177,0.146,0.62,0.023,1.919,0.357,0,0.005,0.402,0.482,0.707,0.003,0.005,0.008,0
Philippines,2002,PHL,81285576,3.53568E+11,70.156,-0.148,-0.21,106.357,17,19.025,1.308,0.301,0.863,0.198,14.298,0.176,10730.975,139.549,12458.149,1390.752,0,3.265,0.04,36.2,0.445,47.041,0.579,0.267,0.338,0.148,0.149,0.615,0.026,1.91,0.36,0,0.067,0.699,0.453,0.703,0.003,0.005,0.008,0
Philippines,2003,PHL,82942840,3.74042E+11,70.215,0.059,0.084,134.409,28.052,26.375,1.62,0.359,0.847,0.188,14.858,0.179,10865.383,154.407,12522.343,1435.776,0,4.976,0.06,64.193,0.774,45.023,0.543,0.254,0.404,0.141,0.152,0.611,0.028,1.903,0.362,0,0.098,1.136,0.422,0.7,0.003,0.005,0.008,0
Philippines,2004,PHL,84607504,4.02138E+11,72.771,2.556,3.641,105.747,-28.661,-21.324,1.25,0.263,0.86,0.181,16.099,0.19,10971.13,170.506,12555.319,1482.273,0,4.759,0.056,32.976,0.39,46.497,0.55,0.254,0.311,0.148,0.154,0.605,0.03,1.892,0.363,0,0.091,0.615,0.421,0.696,0.003,0.005,0.008,0
Philippines,2005,PHL,86261248,4.2465E+11,73.272,0.501,0.688,135.45,29.703,28.088,1.57,0.319,0.849,0.173,18.774,0.218,11106.58,189.28,12617.496,1524.248,0,6.302,0.073,62.178,0.721,41.975,0.487,0.247,0.395,0.163,0.157,0.601,0.033,1.888,0.364,0,0.117,1.318,0.377,0.693,0.003,0.005,0.009,0
Philippines,2006,PHL,87901832,4.50316E+11,66.524,-6.749,-9.21,149.55,14.1,10.409,1.701,0.332,0.757,0.148,17.781,0.202,11256.131,207.062,12700.523,1562.899,0,5.21,0.059,83.026,0.945,38.652,0.44,0.217,0.419,0.146,0.158,0.598,0.035,1.887,0.363,0,0.095,1.637,0.344,0.69,0.003,0.006,0.009,0
Philippines,2007,PHL,89561376,4.83816E+11,70.763,4.239,6.373,164.635,15.085,10.087,1.838,0.34,0.79,0.146,21.889,0.244,11420.766,228.95,12794.395,1599.539,0,7.079,0.079,93.872,1.048,36.64,0.409,0.225,0.458,0.171,0.16,0.595,0.038,1.888,0.362,0,0.124,2.116,0.325,0.687,0.003,0.006,0.009,0
Philippines,2008,PHL,91252328,5.07832E+11,77.301,6.538,9.239,155.747,-8.888,-5.399,1.707,0.307,0.847,0.152,25.455,0.279,11576.512,254.405,12872.841,1638.768,0,7.449,0.082,78.446,0.86,39.229,0.43,0.241,0.424,0.193,0.162,0.592,0.041,1.887,0.362,0,0.127,1.69,0.349,0.685,0.003,0.006,0.009,0
Philippines,2009,PHL,92946952,5.17597E+11,76.492,-0.809,-1.046,132.075,-23.672,-15.199,1.421,0.255,0.823,0.148,24.662,0.265,11708.586,279.068,12928.424,1677.423,0,7.504,0.081,55.583,0.598,38.655,0.416,0.242,0.361,0.189,0.164,0.588,0.044,1.881,0.361,0,0.13,1.104,0.352,0.683,0.003,0.006,0.009,0
Philippines,2010,PHL,94636704,5.61436E+11,82.953,6.461,8.446,154.657,22.582,17.098,1.634,0.275,0.877,0.148,28.231,0.298,11863.244,307.299,13000.129,1719.021,0,7.068,0.075,71.704,0.758,41.597,0.44,0.249,0.405,0.203,0.166,0.584,0.048,1.878,0.362,0,0.114,1.482,0.366,0.68,0.003,0.006,0.009,0
Philippines,2011,PHL,96337912,5.86461E+11,83.743,0.79,0.952,166.879,12.222,7.902,1.732,0.285,0.869,0.143,31.017,0.322,12030.122,338.316,13083.265,1758.004,0,7.629,0.079,83.136,0.863,38.983,0.405,0.243,0.423,0.21,0.168,0.581,0.051,1.877,0.361,0,0.12,1.675,0.342,0.678,0.003,0.006,0.009,0
Philippines,2012,PHL,98032320,6.25662E+11,88.629,4.886,5.835,150.733,-16.145,-9.675,1.538,0.241,0.904,0.142,32.445,0.331,12180.855,370.761,13145.369,1799.436,0.002,7.313,0.075,62.105,0.634,41.433,0.423,0.253,0.378,0.217,0.17,0.577,0.055,1.873,0.361,0.058,0.113,1.287,0.359,0.675,0.003,0.006,0.009,0
Philippines,2013,PHL,99700112,6.69826E+11,96.036,7.407,8.358,154.77,4.036,2.678,1.552,0.231,0.963,0.143,40.026,0.401,12335.625,410.786,13204.104,1840.751,0.002,6.738,0.068,58.734,0.589,41.315,0.414,0.272,0.387,0.266,0.172,0.574,0.06,1.869,0.361,0.062,0.103,1.269,0.355,0.673,0.003,0.006,0.01,0
Philippines,2014,PHL,101325208,7.11519E+11,101.484,5.448,5.673,144.646,-10.124,-6.541,1.428,0.203,1.002,0.143,42.73,0.422,12480.271,453.516,13247.265,1883.965,0.003,7.086,0.07,43.162,0.426,43.213,0.426,0.285,0.357,0.284,0.175,0.57,0.065,1.862,0.361,0.077,0.106,0.878,0.37,0.67,0.003,0.006,0.01,0
Philippines,2015,PHL,103031360,7.5349E+11,112.449,10.966,10.805,148.393,3.747,2.591,1.44,0.197,1.091,0.149,46.419,0.451,12628.664,499.935,13283.209,1933.824,0.003,6.661,0.065,35.944,0.349,49.86,0.484,0.316,0.362,0.316,0.178,0.566,0.07,1.853,0.362,0.079,0.098,0.667,0.418,0.667,0.003,0.006,0.01,0
Philippines,2016,PHL,104875272,8.05057E+11,122.558,10.109,8.99,152.896,4.503,3.034,1.458,0.19,1.169,0.152,51.487,0.491,12781.56,551.421,13313.547,1987.374,0.003,7.632,0.073,30.338,0.289,53.549,0.511,0.345,0.382,0.359,0.182,0.563,0.075,1.845,0.364,0.085,0.109,0.67,0.445,0.665,0.003,0.006,0.01,0
Philippines,2017,PHL,106738496,8.58819E+11,135.15,12.592,10.274,165.671,12.775,8.356,1.552,0.193,1.266,0.157,61.632,0.577,12947.23,613.054,13344.068,2043.162,0.002,7.53,0.071,30.521,0.286,55.788,0.523,0.374,0.41,0.425,0.187,0.56,0.082,1.839,0.366,0.063,0.105,0.705,0.456,0.663,0.003,0.006,0.01,0
Philippines,2018,PHL,108568832,9.12443E+11,141.824,6.674,4.938,170.843,5.172,3.122,1.574,0.187,1.306,0.155,64.904,0.598,13118.074,677.958,13373.087,2100.562,0.002,8.405,0.077,29.019,0.267,57.4,0.529,0.385,0.417,0.44,0.191,0.558,0.089,1.832,0.368,0.05,0.112,0.694,0.468,0.662,0.004,0.006,0.01,0
